Gene	GV_Mean	MI_Mean	MII_Mean
RP11-26H16.1	4.884634868	8.321144203	4.668500583
CELA3B	0.120736726	0.08631675	0.067685304
RN7SL421P	0	0	0
RN7SL386P	0	0	0
RNU6-1022P	0	0	0
CELA3A	1.294704418	1.273955567	1.120512237
RN7SL768P	0	0	0
RN7SL186P	0	0	0
RNU6-776P	0	0	0
RP1-224A6.3	5.077591759	0.443346084	0.738930081
LINC00339	6.968842213	3.671134501	7.259163947
CDC42	31.60617741	27.43131204	34.82456933
CDC42-IT1	0	0	0
RP1-224A6.8	0	0	0
RP1-224A6.9	0	0	0
WNT4	0	0	0
MIR4418	0	0	0
RP11-415K20.1	0.661336597	1.114189477	1.057471091
ZBTB40	2.309031037	1.191863502	1.918527354
ZBTB40-IT1	0	0	0
EPHA8	0.44121507	0.103782488	0.315217995
C1QA	0	0	0
C1QC	0	0	0
C1QB	0	0	0
EPHB2	0.300022388	0.114825578	0.501077047
MIR4684	0	0	0
AL611946.1	0	0	0
RP11-69E9.1	0	0	0
MIR4253	0	0	0
RP1-74M1.3	0	0	0
LACTBL1	0.055419178	0	0.018469966
C1orf234	0.354740337	0.185426131	0.049768824
KDM1A	8.677977829	6.674871579	7.861430897
RP1-184J9.2	0.031304804	0	0.022301455
MIR3115	0	0	0
MIR4419A	0	0	0
LUZP1	2.93983475	3.550402591	5.693559934
RP5-979D14.1	0	0	0
RNU6-514P	0	0	0
RNU6-135P	0	0	0
HTR1D	0	0	0
RP5-1057J7.1	0.009064782	0.098052719	0.221037611
RP5-1057J7.6	0	0	0
HNRNPR	3.539056215	4.292115535	7.19225083
ZNF436	3.906139075	2.820288983	4.948417943
C1orf213	0.083913629	0.10533169	0.096133648
Y_RNA	0	0	0
RP5-1057J7.7	0	0.034746004	0
TCEA3	0.123517822	0.045112203	0.05038713
RP4-654C18.1	0	0	0
ASAP3	0.362490669	0.193693602	0.121933955
E2F2	0	0.007169169	0.013557491
RP1-150O5.3	0	0	0
ID3	2.007089445	4.169568913	5.783224332
MDS2	0.144705938	0.011698407	0.041342382
RP11-223J15.2	0	0	0
RPL11	65.12458179	100.6313806	69.98787883
RP5-886K2.1	0	0	0.004295014
RN7SL532P	0	0	0
TCEB3	5.363144991	4.607736666	13.90950761
RP5-886K2.3	10.51766243	2.097555704	3.684133535
PITHD1	56.27600986	83.01608979	75.03211826
LYPLA2	0.845543119	0.192551664	0.54290187
GALE	0.142760729	0.015307996	0.181798258
HMGCL	1.88383987	0.612226941	1.638078403
FUCA1	6.468838419	13.25587441	21.65176035
CNR2	0.052376974	0.04259747	0.02948484
RN7SL24P	0	0	0
snoU13	0	0	0
RP11-4M23.2	0.016692386	0	0.011961016
RP11-4M23.3	0	0.047569597	0
MIR378F	0	0	0
RP11-4M23.4	10.83310533	11.90222819	6.39402084
PNRC2	26.64773105	28.82773093	30.12314064
SRSF10	8.049416906	6.064648627	8.30538345
RP11-4M23.7	0.043451533	0.380897432	0.101244719
RP11-293P20.2	0	0	0
MYOM3	0	0	0
RP11-293P20.4	0	0	0
IL22RA1	0	0	0
IFNLR1	0	0	0
RP11-10N16.2	0	0	0
AL590683.1	0	0	0
AL590683.2	0	0	0
RP11-10N16.3	0	0.052768464	0.051726274
GRHL3	3.246463511	9.649062565	9.420863225
STPG1	6.571607391	4.941484881	5.68516666
NIPAL3	3.643509784	1.305577538	2.901131289
RCAN3	3.71655411	2.850271504	2.872014261
RN7SL857P	0.032537313	0	0
RP4-594I10.3	3.558200147	1.850340041	1.581573604
NCMAP	0.110398375	0.014970174	0.064450787
RP11-496D1.2	0.130665044	0	0.127234743
Y_RNA	0	0	0
SRRM1	13.70098629	13.5803436	9.739920338
snoU13	0	0	0
CLIC4	13.3962434	20.93027472	18.55314819
RNU6-1208P	0	0	0
RUNX3	0	0	0
RP11-84D1.1	0	0	0
RP11-84D1.2	0	0	0
MIR4425	0	0	0
RP4-799D16.1	0	0	0
RP4-781L3.1	0	0	0
RP4-706G24.1	0	0	0
SYF2	144.7123333	129.2203115	58.71370877
C1orf63	0.846598534	1.315497486	2.138228191
RP3-465N24.6	0.085975254	0	0.061248532
RP3-465N24.5	0.074299731	0.042616727	0.048232778
RHD	0.547790178	0.033172559	0.156337538
SDHDP6	0.059041666	0.073948363	0.11513885
RP11-335G20.7	0.070189233	0.054283921	0.024116389
TMEM50A	37.28144125	72.76076848	86.15410588
RNU6-1171P	0	0	0
snoU13	0	0	0
RHCE	1.179413717	1.172961309	1.097612931
RP3-469D22.1	0.049806677	0.102074019	0.501977947
AL031284.1	0	0	0
TMEM57	12.59840233	11.22653615	14.24881756
LDLRAP1	8.014896524	2.396144316	2.073951613
RP11-70P17.1	0.089416542	0	0
MAN1C1	0.285940972	0.063289299	0.096950871
RP1-187B23.1	0.061337368	0.030465246	0.149639242
SEPN1	1.263340714	1.456182727	1.077732264
RP1-317E23.6	1.041710635	0.524986351	0.824763978
RP1-317E23.3	0.626060597	0.324674778	0.754669198
MTFR1L	2.487680954	0.716315381	1.022677941
AL020996.1	0.126521394	0.053943323	0.088729637
RP1-317E23.7	7.42053381	1.895895025	2.773952343
AUNIP	43.62025985	21.82979543	25.69068341
RP1-125I3.2	0.052214149	0.151396193	0.123197032
PAQR7	2.131583532	0.448985226	0.800434987
Y_RNA	1.951504197	0.355655962	0
STMN1	22.40773836	18.41086429	16.05339586
SNRPFP2	0.084259973	0.28977118	0.264607713
RP1-125I3.4	0	0	0
MIR3917	92.11939964	82.43504072	56.00185161
AL033528.1	0	0	0
PAFAH2	2.300580905	0.495443324	1.276420673
RNU6-110P	0	0	0
SCARNA17	0	0	0
SCARNA18	0	0	0
EXTL1	0.105870179	0.02827812	0.058935924
SLC30A2	0	0	0.00095312
TRIM63	0.149366129	0.152946094	0.011779718
AL391650.1	0	0	0
PDIK1L	2.312633661	3.009452854	8.390702441
FAM110D	0	0	0
ZNF593	55.01103322	12.13029415	8.052597166
RP11-96L14.7	82.20181678	18.34849375	12.29267036
CNKSR1	0.065790745	0.015839346	0.062255174
CATSPER4	0	0	0
RP11-231P20.2	0.006533688	0	0
CEP85	9.437683476	9.186082866	16.57407277
RP11-231P20.5	0	0	0.1236807
SH3BGRL3	0.733026951	0.738504134	0.570181912
UBXN11	7.384444204	3.634255945	16.89561386
CD52	0.854256342	0.113684381	0.398146718
AIM1L	0.192492386	0.129910573	0.421971085
RP11-569G9.7	0.014456237	0	0.012019582
RN7SL490P	0	0	0
ZNF683	0	0	0
LIN28A	5.843311639	4.433412112	6.68492048
DHDDS	2.779549438	0.995027204	0.87926884
RP3-476K8.4	0.523287209	0.410460303	0.420854828
RP3-476K8.3	0.085957345	0	0.028077068
HMGN2	288.6029183	122.7906621	83.47487461
DPPA2P2	0	0	0
RPS6KA1	0.39915389	0.073485923	0.121288905
MIR1976	0	0	0
RN7SL679P	0	0	0
Y_RNA	0	0	0
RP11-492M19.3	0	0	0
snoU13	0	0	0
RP4-785J1.1	0	0	0
RP5-968P14.2	0.021594095	0	0
ARID1A	4.422579351	5.48529448	5.265468803
RN7SL501P	0	0	0
PIGV	3.801200894	2.785250001	5.10854172
RN7SL165P	0	0	0
ZDHHC18	1.15724308	0.946859904	1.369443814
SFN	0.031709505	0	0.067769288
RP1-50O24.6	0	0.098926671	0
GPN2	3.25871352	0.270953972	0.456494798
GPATCH3	2.090373808	1.725895635	1.522328199
NUDC	30.97558685	18.48187899	16.00381176
NR0B2	0.019667576	0.097685565	0.052438086
C1orf172	11.00917709	2.255233588	2.786351647
RP11-344H11.4	0.533908633	0.651071523	0.197061093
RP11-344H11.5	0	0.009854447	0
OSTCP2	2.211764509	2.498616736	1.417100974
TRNP1	0.68724172	0.076357659	0.218187372
FAM46B	24.18834551	2.539711212	6.060588732
SLC9A1	1.751653158	1.783996518	2.124582608
RP11-40H20.5	0.01364468	0.033097976	0.042009194
CHCHD3P3	3.287782556	2.151213364	2.472004371
NPM1P39	19.62773917	34.95210604	36.45779271
SNRPEP7	8.045150653	9.020205518	4.841662131
RP11-40H20.4	0	0	0.07997154
WDTC1	0.391465896	0.225486684	0.129628836
Y_RNA	0	0	0
RP11-4K3__A.3	0.71246689	1.518977138	1.596934436
TMEM222	0.394437911	0.049271772	0.541278509
RNU6-48P	0.706567547	1.482224348	1.241674952
RP11-4K3__A.5	0.252187033	0.289550035	0.274718928
SYTL1	0	0	0.007942187
MAP3K6	2.066598251	0.135629051	0.311499046
FCN3	0	0	0
CD164L2	0	0	0
RP1-144C9.2	0.032022138	0	0
GPR3	0.727104071	0.458103816	2.053795392
WASF2	16.64834693	10.57442584	12.02625147
RP4-752I6.1	0	0	0
RP1-159A19.4	0	0	0
AHDC1	0.508494293	0.058791525	0.136055523
FGR	0.0501839	0.04504566	0
RP1-159A19.3	19.95227238	3.397420872	2.200439342
RP11-288L9.1	2.754912946	0	0.269437986
IFI6	0	0	0
RP11-288L9.4	1.335992775	0.080004409	0.152529457
RNU6-949P	0	0	0
CHMP1AP1	0	0	0
RNU6-424P	0	0	0
FAM76A	39.24686764	26.11362579	25.62569595
RP3-426I6.2	1.175607709	1.082537132	0.40476457
RPEP3	0	0	0
STX12	19.4200752	23.8551918	25.77571843
RP3-426I6.5	0	0.164519356	0.080721571
RP3-426I6.6	0.232300826	0.125821185	0
RNU6-1245P	0	0	0
PPP1R8	7.742112816	4.861166786	6.656263941
SCARNA1	0	0	0
AL109927.1	0	2.115985478	0.60813219
THEMIS2	0	0.018245013	0.00642977
RPA2	74.4437163	51.4900918	44.41733275
SMPDL3B	0.137845685	0.10113541	0.473227755
RP11-460I13.2	0.351641813	0.227978057	0.569789379
XKR8	4.830868158	2.90796464	4.156014068
EYA3	1.731920304	1.292219754	2.284776729
RP11-460I13.6	0	0	0
RN7SL559P	0	0	0
SPCS2P4	51.62550362	72.03506737	96.49685536
RP5-1053E7.2	0	0	0
RP5-1053E7.3	1.093929742	1.333416106	1.421484321
RNU6-176P	0	0	0
RNU7-29P	0	0	0
PTAFR	0	0	0
DNAJC8	244.1093239	160.5197651	107.696388
AL353354.1	74.13330538	22.32087473	47.19294824
AL353354.2	28.73539584	11.60833954	26.26839996
ATPIF1	74.18048222	64.54408086	43.78818175
RP5-1092A3.4	0.02143856	0.02322355	0.038957858
RP5-1092A3.5	1.643209269	0	0.104182802
SESN2	2.866000061	1.34401806	2.102217763
MED18	1.940718088	0.222572347	1.275805944
PHACTR4	2.509573733	1.601361106	1.389221376
Y_RNA	0	0	0
RP1-308E4.1	11.08023454	6.620403185	3.879599355
RNU6ATAC27P	0	0	0.372081434
RCC1	2.285391962	1.906469913	3.376803963
SNHG3	0.273679919	0.272315691	0.167051073
SNORA73B	0.055724798	0.110710307	0
snoU13	0	0	0
PRDX3P2	0.195828467	0.135825082	0.432294842
TRNAU1AP	2.938952417	0.712363501	0.60583911
SNHG12	0.77124832	0.971588278	0.528620133
SNORD99	0.896222086	0	0
TAF12	76.70952533	141.5169295	148.8746271
RAB42	0.009563761	0	0.110949557
RP11-442N24__B.1	1.965078339	0.805219664	0.682771147
RNU11	1.306238843	0	0.226188161
GMEB1	3.863789864	2.6420315	1.858980494
SCARNA24	0	0	0
YTHDF2	9.111714771	10.37191505	34.02311763
OPRD1	0.011921789	0	0
RP1-212P9.2	0.011934173	0	0
RP1-212P9.3	0.019215668	0.002511005	0
Y_RNA	0	0	0
EPB41	4.851781181	3.153456095	3.137218527
RP4-604A21.1	2.387040725	2.348124126	1.149669786
Y_RNA	0	0	0
TMEM200B	0.61870437	0.297180799	0.241422015
RP11-242O24.3	0	0	0
SRSF4	10.0237894	8.125001811	10.53942128
RP11-242O24.5	0	0	0
MECR	3.230539737	0.632207362	2.724169399
RP11-467D18.2	0	0	0
PTPRU	0.006445999	0.018001668	0.066440174
AL645859.1	0	0	0
RP3-437I16.1	0	0	0
AL139151.1	0	0	0
RP11-810H18.1	0	0	0
AC092265.1	0	0	0
RP4-656G21.1	0	0	0
AL645944.1	0	0	0
RP11-179G8.1	0	0	0
RP11-111I12.1	0.297847997	0.051510409	0.415500521
RP5-893G23.1	0	0	0
RP3-357I16.1	0	0	0
RP4-591L5.1	0	0	0
RP4-591L5.2	0	0	0
MATN1	0.009376507	0	0
MATN1-AS1	0.010362326	0	0
LAPTM5	0	0	0
MIR4420	0	0	0
RP5-1125N11.1	0	0	0
RP1-65J11.1	0	0	0
RN7SKP91	0	0	0.008251538
RP1-65J11.5	0	0	0
SDC3	0.129968484	0.069654087	0.086404594
PUM1	2.430839486	2.509676942	2.776159981
SNORD103A	1.015576834	0	0
SNORD103B	0.500209485	0	0
SNORD85	0.285602728	0	0
RP11-201O14.1	0	0	0
RP11-201O14.2	0	0	0.543284548
SEPW1P	0	0	0
RP11-490K7.1	0.04954974	0.040612089	0.026404127
NKAIN1	0.007229359	0	0
SNRNP40	4.987968964	4.571812568	14.67632871
RP11-490K7.4	0.104053628	0	0.101321947
ZCCHC17	250.9835021	190.5313472	161.4350563
RP11-266K22.2	270.8439408	229.8430435	211.955806
FABP3	0.219370303	0.921666658	0.27427213
SERINC2	0.882770032	0.237947445	1.293395103
AC114494.1	0.256782366	0	1.317781224
RP11-439L8.2	0.092383597	0.002706846	0.006339532
RNU6-40P	0.403627943	0	0
RP11-439L8.3	0	0	0
RP11-439L8.4	0	0	0
RP11-73M7.1	0	0	0
TINAGL1	0	0	0.007673219
HCRTR1	0.008439447	0.004506166	0.242507909
PEF1	1.442970941	1.18455338	4.808585522
RP11-73M7.6	0.155245397	0.037055782	0.11896105
RP11-73M7.9	0.682522089	0.282337869	0.494317187
COL16A1	0.009589028	0	0.011200867
BAI2	0.233515657	0.10188973	0.122519561
MIR4254	0	0	0
RP11-84A19.3	0	0	0
SPOCD1	0.024382888	0.034181015	0
RP11-84A19.2	0	0	0
RP11-84A19.4	0	0	0
PTP4A2	9.304832371	9.52503834	10.5912042
AL136115.1	0	0	0
RP4-534N18.2	0	0	0
KHDRBS1	13.26805151	11.59012723	13.26093685
RP11-277A4.4	0.069211843	0	0.141915675
TMEM39B	0.87808881	0.122406365	0.055497733
MIR5585	0	0	0
KPNA6	4.939211043	4.155833649	3.735967038
RP4-622L5.2	6.661301248	1.445973426	2.005095346
TXLNA	0.302964226	0.064524279	0.134275558
CCDC28B	0.553950802	0.495195551	0.865415676
RP4-622L5.7	0.582539904	0.274547279	0.352743175
IQCC	0.460654838	0.006600864	0.136684404
DCDC2B	0.638435852	0.101038499	0.075593396
TMEM234	1.004233814	0.226412786	0.160663587
EIF3I	8.557985841	7.198133419	20.92268793
MTMR9LP	0	0	0
FAM167B	0.048580593	0	0
LCK	0	0	0
Y_RNA	0	0	0
HDAC1	1.42681435	1.786721994	1.990421771
MARCKSL1	0.730101121	0.204904369	1.581564057
RP4-811H24.9	0	0	0
TSSK3	0	0	0
FAM229A	0	0.041253591	0.031323942
BSDC1	3.826949606	1.880593905	3.304510852
GAPDHP20	0	0	0
RP11-395N6.4	1.009298057	0.086658924	0.1947699
LRRC37A12P	0.429290945	0.171577105	0.491154414
RN7SL122P	0	0	0
RP1-27O5.3	4.134026614	1.297509452	1.700496309
ZBTB8B	1.745608678	0.425541362	0.400879296
ZBTB8A	0.386867015	0.283783731	0.569602539
ZBTB8OS	14.59697638	6.478921766	8.392714555
Y_RNA	0	0	0
RBBP4	61.90929791	53.1755941	45.6068143
SYNC	6.552231416	10.28329859	16.58835055
RP11-114B7.6	0	0	0
KIAA1522	2.244885092	2.599618346	1.025340532
YARS	0.651065212	0.415436975	0.385242043
S100PBP	13.85223253	9.213421783	11.50743579
FNDC5	0.096914549	0.024033567	0.139526731
HPCA	2.085179121	1.051751473	3.207782251
TMEM54	8.205970046	4.277114443	12.9879988
AL031602.1	0	0	0
RNF19B	2.538128227	1.319996591	1.438102643
FKSG48	0	0	0.236147683
RP4-803A2.1	0	0.073676376	0
RP4-803A2.2	0	0.01368008	0
RP1-117O3.2	0.037381149	0.022938269	0.078503388
AK2	6.798917724	3.997418315	4.758296134
ADC	0.470038839	0.683481695	2.129818398
TRIM62	3.618967205	4.18234901	4.536579882
ZNF362	1.3291932	0.395998063	0.886209792
RP11-415J8.7	0	0	0
AL513327.1	1.955061466	0.472094001	0.798773896
A3GALT2	0.224866762	0	0.056333931
RP11-415J8.3	0.298441475	0.125239756	0.279025884
PHC2	0.8347894	1.05595512	1.462784649
MIR3605	0.211492533	0.112924513	1.048748964
RN7SKP16	0	0	0
RP11-415J8.5	2.210148732	0	0
AL138837.1	0	0	0
TLR12P	0	0	0
ZSCAN20	0.071660744	0.0386027	0.022393481
RP4-580O19.2	0	0	0
CSMD2	0.389858365	0.350818416	0.505538551
HSPD1P14	0	0	0
HMGB4	0	0	0
RP5-1007G16.1	0	0	0
C1orf94	0	0	0
AC115286.1	0	0	0
RP4-657M3.2	0	0	0
MIR552	0	0	0
SMIM12	0.656882172	0.049411907	0.144954147
GJB5	0	0	0
GJB4	0	0.007952431	0
RP1-34M23.5	0	0	0
AL121988.1	0	0	0
GJB3	0	0	0
GJA4	0.079449217	0	0.131702372
RP5-997D16.2	0	0.062735841	0
DLGAP3	0	0	0
SNORD112	0	0	0
RP11-244H3.1	0.188209205	0.677999247	0.939276712
ZMYM6	9.483448756	14.83327547	17.69601309
ZMYM6NB	16.98472653	34.92810603	44.09085921
ZMYM6	2.405134528	2.340886359	2.268835602
RP11-248I9.2	0.095128526	0	0.092631152
ZMYM1	3.654399016	1.97479255	4.267142021
EFCAB14P1	0.690376834	0.399085841	0.193826158
SFPQ	4.430607549	6.032284483	5.224018136
Y_RNA	0	0	0
RN7SL136P	0	0	0
ZMYM4	6.400072564	5.045336945	6.41149137
RN7SL503P	0	0.101242681	0
SNORA62	0	0	0
RPL5P4	8.451744224	10.98371068	8.092711353
ZMYM4-AS1	27.59139897	24.55620977	15.72983948
RNY5P1	0	0	0
KIAA0319L	0.768479234	0.2880521	0.642881922
RP4-728D4.3	0	0	0
NCDN	0.512100956	0.214621846	0.368996982
RP4-728D4.2	0.022073512	0	0
TFAP2E	0	0	0.013846146
PSMB2	26.61525466	57.56517872	60.50051163
RN7SL281P	0	0	0
C1orf216	0.154134763	0	0.06100536
CLSPN	87.4063505	79.86898858	60.36552095
RP11-435D7.3	5.65103338	3.388367017	6.052720862
AGO4	0.187115283	0.066323051	0.119220434
AGO1	1.261981628	1.404180319	0.835141942
RP4-789D17.4	0	0	0
RP4-789D17.5	0.114826857	0	0
AGO3	0.21661986	0.236710838	0.192927196
RP4-665N4.8	0	0.034271476	0.089727556
RP4-665N4.4	0.033883653	0	0
TEKT2	0	0	0
ADPRHL2	1.537394413	0.065057478	0.278043931
COL8A2	0	0.004836168	0
TRAPPC3	3.607832036	2.987492056	4.349068791
MAP7D1	3.883542667	0.788545885	0.951562259
RN7SL131P	0	0	0
THRAP3	4.339828615	4.676680446	8.638774419
UBE2V2P4	0	0	0
SH3D21	0.034806696	0	0.006639593
EVA1B	0.343146754	0.050955457	0.122648794
RP11-268J15.5	0	0	0.096971288
STK40	1.321681006	0.344246768	0.509243485
LSM10	20.91200765	2.41773334	5.799543878
RNU4-27P	0	0	0
OSCP1	9.925863952	2.215508706	3.463856062
SNORA63	0.660360018	2.498268935	0
MRPS15	8.857884707	5.31556069	6.603191525
CSF3R	0	0	0
FTLP18	10.94960651	6.459302783	8.126523382
RP4-614N24.1	0	0	0
GRIK3	0.074605618	0.005987847	0.00437916
MIR4255	0	0	0
RNU6-636P	0	0	0
RP5-1180C18.1	0	0	0
RPS29P6	0	0	0
RP11-422J8.1	0.060850314	0.13536986	0.150791017
ZC3H12A	3.737846324	6.771990117	5.806030724
MEAF6	33.14174744	47.12749226	69.33549158
MIR5581	0	0	0
SNIP1	8.248503628	6.572730547	3.98495408
FTH1P1	0.458320654	0.077642151	0.08898786
RP3-423B22.5	25.39818085	25.68302966	9.784593563
DNALI1	0.598892628	0.094192324	0.077142678
GNL2	14.48869154	10.30990949	10.12845181
RSPO1	8.473056026	11.81316207	5.441726781
C1orf109	1.259931083	0.764366933	1.206798337
CDCA8	195.0923777	140.8690694	113.2492363
EPHA10	0.176130471	0.350622816	0.12879629
Y_RNA	0	0	0
snoU13	0	0	0
ACTN4P2	0	0	0
RP11-109P14.2	0	0	0
MANEAL	0.007533372	0	0.003667801
RP11-109P14.9	0	0	0
YRDC	2.742042854	1.02188014	3.089486357
C1orf122	1.480807453	1.113337039	2.286767487
MTF1	4.902491522	4.573142469	5.122010003
AL929472.1	0	0	0
RP11-109P14.8	0	0	0
RP11-109P14.10	3.124103038	0.135069481	0.354276799
INPP5B	1.699596259	0.976685722	1.046901988
SNORA63	0	0	0
RNU6-584P	0	0	0
SF3A3	166.8972707	149.7230708	237.4173604
RNU6-510P	0.386092577	0	0
FHL3	0.491864118	0.214034723	0.319503175
UTP11L	76.63311912	49.7337895	40.79173616
POU3F1	0.074702211	0.13361392	0.185037578
RP5-884C9.2	0	0.033018864	0.088623432
RP5-884C9.3	0	0	0
MIR3659	0	0	0
RP11-214L19.1	0	0	0
RNU6-753P	0	0	0
RP11-329N22.1	0	0	0
RP11-334L9.1	2.332446265	1.030338905	1.37815603
RRAGC	22.45203685	19.6565563	16.15330654
RP5-864K19.4	2.019296215	2.057366824	1.130503484
MYCBP	46.96069637	49.84297248	38.90195013
GJA9	56.42853647	55.43968101	34.67342685
RHBDL2	0.476506028	0.505312987	0.638672957
RNU6-605P	0	0.069009425	0
Y_RNA	0	0	0
RP11-781D11.1	0	0.086490176	0
AKIRIN1	9.090622181	13.30191767	14.37706792
NDUFS5	317.7019085	147.0922353	138.8450561
MACF1	0.534646568	0.412076911	0.518048426
RNU6-608P	0	0	0
RP11-416A14.1	0	0	0
RP11-420K8.1	0.118853825	0.040474736	0.189029699
RP11-420K8.2	7.275869479	2.057544518	2.078594116
KIAA0754	0.089989365	0.061278228	0.127700808
BMP8A	0.039196474	0	0
OXCT2P1	0.028135629	0	0.019745416
RP11-69E11.4	0	0	0
PPIEL	0	0	0
PABPC4	6.20401695	9.215701805	9.477013803
RP11-69E11.8	2.266813511	1.98600205	7.373470906
SNORA55	0	0	0
HEYL	0.011516851	0	0.011807384
RP1-144F13.3	0	0	0
NT5C1A	0.082152548	0.035340701	0.054759194
HPCAL4	0	0.003116924	0
PPIE	3.342994594	1.351634092	1.665845592
RP1-144F13.4	4.631328668	5.264763979	4.258329103
RNU7-121P	0	0	0
BMP8B	0.021292752	0	0.014502606
OXCT2	0	0	0
RP1-118J21.25	0	0	0
RP1-118J21.24	0	0	0
TRIT1	5.253126219	7.554584431	21.56726363
Y_RNA	0	0	0
MYCL	0	0.084964208	0
RP1-118J21.5	0	0	0
Y_RNA	0	0	0
MFSD2A	67.08793639	40.4381155	27.31138656
RP3-342P20.2	2.178494187	3.870559669	2.967886321
CAP1	8.498326023	8.071277369	10.03254892
PPT1	4.186766313	5.903232151	16.8451308
RP11-115D7.3	0	0	0
RLF	16.98869591	14.4198183	28.56879429
RNU6-1237P	0	0	0
TMCO2	0.102297942	0.03405125	0
RP1-39G22.7	0.110170264	0	0.260137233
ZMPSTE24	6.585555459	7.272019405	6.707552793
RP1-39G22.4	0	0.216468716	0.193669097
COL9A2	0	0	0
RP1-228H13.1	1.620472001	2.196123583	1.385389819
SMAP2	1.292427329	0.605991459	1.102615401
RP1-228H13.2	0.027195835	0.064901838	0
ZFP69B	4.04817228	3.54204129	4.099763055
RP1-228H13.5	3.858587562	2.010926121	3.633102725
ZFP69	2.339747279	1.946899986	2.153116645
RP11-656D10.3	3.08198535	2.131470331	1.914999849
EXO5	31.06464872	25.01782697	25.04017124
RP11-656D10.5	88.8688668	81.49799652	65.65826191
RP11-656D10.6	20.41687925	9.470171721	15.12824204
ZNF684	58.27648265	40.35759092	29.56199247
RP1-63P18.2	0	0	0
GTF2F2P2	0	0	0
RIMS3	0.32956546	0.144953639	0.28577329
RP4-739H11.3	0	0	0
RP4-739H11.4	1.212407378	0.815268775	0.690934678
NFYC	3.005803176	1.562466555	2.845667446
MIR30E	0	0	0
MIR30C1	0	0	0
KCNQ4	0	0	0
RN7SL326P	0	0.011326094	0
CITED4	0.60978009	0.201084191	0.209152703
RP5-1066H13.4	0	0	0
RP11-348A7.1	0	0	0
UBE2V1P8	0.314701874	0	0
CTPS1	4.619877958	2.274764208	3.646068605
SLFNL1	0	0	0
SCMH1	0.222039848	0.26725369	0.191555022
RP4-635E8.1	0.006058464	0.018199336	0.008873285
RP11-399E6.1	0.078156516	0.002423837	0.060720596
RP11-399E6.2	0.238102103	0.023867116	0.048417274
FOXO6	0.376155306	0.773443597	0.599393853
RP11-399E6.4	0	0	0
EDN2	0	0	0
HIVEP3	0.115162546	0.162300214	0.129969129
RP11-486B10.3	0	0	0
RP11-486B10.4	0	0	0
AL451006.1	0	0	0
HNRNPFP1	0.036803176	0.080154179	0.039080045
RP11-319C21.1	0	0	0
GUCA2B	0	0	0
GUCA2A	0	0	0
FOXJ3	42.61446572	26.6485092	23.11959839
RP11-223A3.1	0.317232993	0.045796613	0
RIMKLA	6.015587859	1.872795973	3.093176651
RP11-157D18.2	0	0.01067511	0
ZMYND12	6.647371076	2.6427097	4.586268151
PPCS	12.92291897	4.693301844	8.852902228
CCDC30	0.470648691	0.304886582	0.283349846
RP11-163G10.2	0	0.009845311	0
TMSB4XP1	429.1583839	308.6864874	285.7024132
RNU6-536P	0	0	0
RP11-163G10.4	0	0.05364585	0.178549545
PPIH	8.905544834	17.0642128	14.76364849
RP5-994D16.3	0.850926104	0.465123794	0.451683409
YBX1	15.32287495	19.21597258	10.29531383
CLDN19	0	0	0.012292529
LEPRE1	0.184584602	0.02009821	0.155333058
C1orf50	18.75715811	3.095239841	6.006567568
RP5-994D16.9	1.840887696	1.416891406	2.134715748
CCDC23	30.43233431	39.25497722	41.15340969
ERMAP	0.98888841	1.429736775	1.169140594
RP11-342M1.3	0.373247368	0.085176495	0.256362471
ZNF691	1.045787309	0.212300006	0.547149406
RP11-342M1.7	0	0	0
RP11-342M1.6	0.034292184	0	0
ATP6V1E1P1	3.003220278	1.532746305	0.662094813
SLC2A1	0.84429029	0	0.175825744
SLC2A1-AS1	0	0	0
RNU6-880P	0	0	0
RNU6-870P	0	0	0
FAM183A	0	0	0
EBNA1BP2	4.641989804	3.084256626	3.967989666
WDR65	0.272850555	0.206953439	0.512889937
TMEM125	0.927944316	0.175423586	0.150939208
C1orf210	11.26251757	15.05364019	43.85818815
TIE1	0	0.002922181	0
MPL	0.042736311	0	0.04216179
RP1-92O14.3	1.562830361	0.205006681	0.401915498
CDC20	19.05770765	31.38212857	89.78931296
ELOVL1	1.041013605	1.141354702	0.696621283
MED8	26.23974396	19.76014161	41.42495565
RP1-92O14.6	11.60012352	11.99122346	13.69947247
SZT2	0.120204852	0.098109379	0.085276295
SZT2-AS1	0	0	0
HYI	0.246311057	0.267644147	0.161652107
HYI-AS1	1.877851711	0.290953014	0.260898294
PTPRF	0.690766921	0.438460692	0.334818366
KDM4A	10.44599664	7.956376917	8.560150509
KDM4A-AS1	5.102619453	4.290143777	2.67151199
ST3GAL3	0.033366428	0.071932818	0.047128235
RP11-184I16.4	0	0	0
RNU6-1058P	0	0	0
RP11-184I16.3	0	0	0
SHMT1P1	0.016458914	0	0.06307719
ARTN	0	0	0
RP11-7O11.3	0.081636329	0	0
IPO13	1.356437845	0.218798401	0.385606383
DPH2	1.885586108	0.220924516	0.355328804
ATP6V0B	17.45595375	19.57137963	52.12082775
B4GALT2	0.353848171	0.04782404	0.07061636
CCDC24	0.452355285	0.071318217	0.129208706
SLC6A9	0.636744654	0.123241441	0.533204746
RP5-1198O20.4	0.439838414	0.367899249	0.209841377
RP5-1198O20.5	0	0	0
KRT8P47	0	0	0
RN7SL479P	0	0	0
KLF17	0	0	0
